,index,ID,inchikey,sdftitle,order,set,CVfold,NR.AhR,NR.AR,NR.AR.LBD,NR.Aromatase,NR.ER,NR.ER.LBD,NR.PPAR.gamma,SR.ARE,SR.ATAD5,SR.HSE,SR.MMP,SR.p53,smiles
103,103,NCGC00095169-05,PQLXHQMOHUQAKB-UHFFFAOYSA-N,NCGC00095169-05,103,training,,,,,,,,,,,0.0,,,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C
104,104,NCGC00249921-01,JMFOSJNGKJCTMJ-ZHZULCJRSA-N,NCGC00249921-01,104,training,,,,,,,,,,,1.0,,,C/C(=C(/OCCOc1ccc(Cl)cc1)c1ccc(Cl)cc1Cl)n1ccnc1
105,105,NCGC00344561-01,KIQQMECNKUGGKA-NMYWJIRASA-N,NCGC00344561-01,105,training,,,,,,,,,0.0,,,,,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC
106,106,NCGC00181129-06,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,NCGC00181129-06,106,training,,,,,,,,,,,0.0,,,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1
107,107,NCGC00095196-06,MPMFCABZENCRHV-UHFFFAOYSA-N,NCGC00095196-06,107,training,,,,,,,,,,,0.0,,,CCN(CC)CCOc1ccc2c(c1)C(=O)c1cc(OCCN(CC)CC)ccc1-2
108,108,NCGC00159449-04,WHLUQAYNVOGZST-UHFFFAOYSA-N,NCGC00159449-04,108,training,,,,,,,,,0.0,,,,,CCN(CC)CCSC(=O)C(c1ccccc1)c1ccccc1
109,109,NCGC00161602-06,RUYHIJHUVHIMIR-CVHRZJFOSA-N,NCGC00161602-06,109,training,4.0,,,,,,,,,,0.0,,,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl
110,110,NCGC00017323-08,XMEVHPAGJVLHIG-FMZCEJRJSA-N,NCGC00017323-08,110,training,4.0,,,,,,,,,,0.0,,,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.Cl
111,111,NCGC00262926-01,FIAGYDIJZOWVAB-UHFFFAOYSA-N,NCGC00262926-01,111,training,,,,,,,,,,,1.0,,,Cl.Nc1cc(C(F)(F)F)ccc1S
112,112,NCGC00166142-04,OWULVAZDMWJBLB-UHFFFAOYSA-N,NCGC00166142-04,112,training,,,,,,,,,,,0.0,,,Cl.O=C(Nc1ccccc1)OCC(CN1CCCCC1)OC(=O)Nc1ccccc1
113,113,NCGC00165740-05,VPSRQEHTHIMDQM-FKLPMGAJSA-N,NCGC00165740-05,113,training,,,,,,,,,,,1.0,,,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O.Cl
114,114,NCGC00091195-08,ACGUYXCXAPNIKK-UHFFFAOYSA-N,NCGC00091195-08,114,training,,,,,,,,,,,1.0,,,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl
115,115,NCGC00160556-02,NEMNPWINWMHUMR-UHFFFAOYSA-N,NCGC00160556-02,115,training,,,,,,,,,,,1.0,,,O=C(Nc1ccc(Oc2ccc(Cl)cc2)c(Cl)c1)c1cc(I)cc(I)c1O
116,116,NCGC00159417-05,XEFQLINVKFYRCS-UHFFFAOYSA-N,NCGC00159417-05,116,training,,,,,,,,,,,1.0,,,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
117,117,NCGC00164034-05,ICUTUKXCWQYESQ-UHFFFAOYSA-N,NCGC00164034-05,117,training,,,,,,,,,,,0.0,,,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1
118,118,NCGC00164581-02,FRPJXPJMRWBBIH-RBRWEJTLSA-N,NCGC00164581-02,118,training,,,,,,,,,,,0.0,,,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2O
119,119,NCGC00015254-20,QZUDBNBUXVUHMW-UHFFFAOYSA-N,NCGC00015254-20,119,training,,,,,,,,,,,0.0,,,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1
120,120,NCGC00024778-02,QSQQPMHPCBLLGX-UHFFFAOYSA-N,NCGC00024778-02,120,training,,,,,,,,,,,0.0,,,CNCCCCOc1ccccc1Cc1ccccc1
121,121,NCGC00024379-16,AUVVAXYIELKVAI-CKBKHPSWSA-N,NCGC00024379-16,121,training,,,,,,,,,,,0.0,,,CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21
122,122,NCGC00163468-05,NWIBSHFKIJFRCO-WUDYKRTCSA-N,NCGC00163468-05,122,training,,,,,,,,,,,0.0,,,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12
123,123,NCGC00025060-15,FBOZXECLQNJBKD-ZDUSSCGKSA-N,NCGC00025060-15,123,training,1.0,,,,,,,,,,0.0,,,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1
124,124,NCGC00263568-01,CILBMBUYJCWATM-UDRBCWGGSA-N,NCGC00263568-01,124,training,,,,,,,,,,,0.0,,,CCC1=C[C@@H]2C[N@](C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2.O=C(O)C(O)C(O)C(=O)O.O=C(O)C(O)C(O)C(=O)O
125,125,NCGC00016786-15,HPNSFSBZBAHARI-RUDMXATFSA-N,NCGC00016786-15,125,training,,,,,,,,,,,0.0,,,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2
126,126,NCGC00091120-13,DDUHZTYCFQRHIY-RBHXEPJQSA-N,NCGC00091120-13,126,training,1.0,,,,,,,,,,0.0,,,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O
127,127,NCGC00169964-05,YPHMISFOHDHNIV-FSZOTQKASA-N,NCGC00169964-05,127,training,,,,,,,,,,,0.0,,,C[C@@H]1C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)[C@@H](C)C1
128,128,NCGC00263539-01,MVWVFYHBGMAFLY-UHFFFAOYSA-N,NCGC00263539-01,128,training,,,,,,,,,0.0,,,,,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1
129,129,NCGC00015774-06,BAINIUMDFURPJM-UHFFFAOYSA-N,NCGC00015774-06,129,training,,,,,,,,,,,0.0,,,O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1
130,130,NCGC00015718-12,HRRBJVNMSRJFHQ-UHFFFAOYSA-N,NCGC00015718-12,130,training,,,,,,,,,,,0.0,,,COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1
131,131,NCGC00160566-02,BNACJQWJZKPAPV-UHFFFAOYSA-N,NCGC00160566-02,131,training,,,,,,,,,,,1.0,,,Cc1ccc2c(Br)cc(Br)c(O)c2n1
132,132,NCGC00160554-02,RPAJWWXZIQJVJF-UHFFFAOYSA-N,NCGC00160554-02,132,training,,,,,,,,,,,1.0,,,O=S(c1cc(Cl)cc(Cl)c1O)c1cc(Cl)cc(Cl)c1O
133,133,NCGC00258497-01,TXUZVZSFRXZGTL-QPLCGJKRSA-N,NCGC00258497-01,133,training,,,0.0,,1.0,,,,,,,,,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1
134,134,NCGC00159458-05,FQCKMBLVYCEXJB-MNSAWQCASA-L,NCGC00159458-05,134,training,2.0,,,,,,,,,,0.0,,,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Ca+2]
135,135,NCGC00160590-03,NPUZIGSOEWMFKK-UHFFFAOYSA-N,NCGC00160590-03,135,training,,,,,,,,,,,0.0,,,O=C1c2ccccc2C(=O)C1c1ccc(Br)cc1
136,136,NCGC00263480-01,PSGAAPLEWMOORI-PEINSRQWSA-N,NCGC00263480-01,136,training,1.0,,,,,,,,,,0.0,,,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
137,137,NCGC00163125-06,ORNBQBCIOKFOEO-QGVNFLHTSA-N,NCGC00163125-06,137,training,1.0,,,,,,,,,,0.0,,,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
138,138,NCGC00164139-03,IYAZLDLPUNDVAG-UHFFFAOYSA-N,NCGC00164139-03,138,training,4.0,,,,,,,,,,0.0,,,CC(C)(C)CC(C)(C)c1ccc(O)c(-n2nc3ccccc3n2)c1
139,139,NCGC00017324-07,RYMZZMVNJRMUDD-HGQWONQESA-N,NCGC00017324-07,139,training,,,,,,,,,1.0,,,,,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21
140,140,NCGC00159462-04,NCDNCNXCDXHOMX-XGKFQTDJSA-N,NCGC00159462-04,140,training,,,,,,,,,,,0.0,,,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1
141,141,NCGC00182059-03,BQSJTQLCZDPROO-UHFFFAOYSA-N,NCGC00182059-03,141,training,,,,,,,,,,,0.0,,,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O
142,142,NCGC00015155-11,UIEATEWHFDRYRU-UHFFFAOYSA-N,NCGC00015155-11,142,training,,,,,,,,,,,0.0,,,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1
143,143,NCGC00167500-02,HQMNCQVAMBCHCO-DJRRULDNSA-N,NCGC00167500-02,143,training,,,,,,,,,,,1.0,,,CCOC(=O)/C=C(C)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C
144,144,NCGC00091585-05,FMJSMJQBSVNSBF-UHFFFAOYSA-N,NCGC00091585-05,144,training,0.0,,,,,,,,,,0.0,,,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1
145,145,NCGC00182850-02,JRTIDHTUMYMPRU-UHFFFAOYSA-N,NCGC00182850-02,145,training,,,,,,,,,,,0.0,,,CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12
146,146,NCGC00262942-01,NFYYMNADTASPEE-UHFFFAOYSA-N,NCGC00262942-01,146,training,,,,,,,,,,,0.0,,,CCC(CN)=C(c1ccccc1)c1ccccc1.Cl
147,147,NCGC00178069-05,UNPLRYRWJLTVAE-UHFFFAOYSA-N,NCGC00178069-05,147,training,,,,,,,,,,,0.0,,,Cl.Clc1ccc(C(OCCN2CCCCC2)c2ccccc2)cc1
148,148,NCGC00250401-02,LGMSNQNWOCSPIK-LWHGMNCYSA-N,NCGC00250401-02,148,training,,,,,,,,,,,0.0,,,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1.Cl
149,149,NCGC00182060-03,JMUPNNYLJGSMPK-JPJJPTBZSA-N,NCGC00182060-03,149,training,,,,,,,,,1.0,,,,,COc1cccc(C(=O)CCN[C@@H](C)[C@H](O)c2ccccc2)c1.Cl
150,150,NCGC00178369-05,NLOALSPYZIIXEO-UHFFFAOYSA-N,NCGC00178369-05,150,training,,,,,,,,,0.0,,,,,CC(Cc1cccc(C(F)(F)F)c1)NCCOC(=O)c1ccccc1.Cl
151,151,NCGC00016246-09,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,NCGC00016246-09,151,training,,,,,,,,,,,0.0,,,N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1
152,152,NCGC00253658-01,USRHYDPUVLEVMC-FQEVSTJZSA-N,NCGC00253658-01,152,training,,,,,,,,,,,0.0,,,CN(C)[C@@H](CCOc1cccc2ccccc12)c1ccccc1
153,153,NCGC00164483-03,LOCIGFDPZFJXFT-UHFFFAOYSA-N,NCGC00164483-03,153,training,,,,,,,,,,,0.0,,,Cc1c(C)n(CCN(C)C)c2ccc(C(=O)OCCN(C)C)cc12
154,154,NCGC00160412-04,YKWQHMLRAPIWDP-UHFFFAOYSA-N,NCGC00160412-04,154,training,,,,,,,,,,,0.0,,,Cc1c(C)n(Cc2ccccc2)c2ccc(C(=O)OCCN(C)C)cc12
155,155,NCGC00022001-13,YJGVMLPVUAXIQN-XVVDYKMHSA-N,NCGC00022001-13,155,training,,,,,,,,,,,0.0,,,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC
156,156,NCGC00091250-12,QEVHRUUCFGRFIF-MDEJGZGSSA-N,NCGC00091250-12,156,training,,,,,,,,,,,0.0,,,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC
157,157,NCGC00319019-01,CTMCWCONSULRHO-WQKZQJHCSA-N,NCGC00319019-01,157,training,,,,,,,,,,,0.0,,,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)CC3OC1CC(N2CCOC(OC)C2)C(O)C(C)O1
158,158,NCGC00159456-11,YLMAHDNUQAMNNX-UHFFFAOYSA-N,NCGC00159456-11,158,training,,,,,,,,,,,0.0,,,CS(=O)(=O)O.Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1
159,159,NCGC00018158-09,VJECBOKJABCYMF-UHFFFAOYSA-N,NCGC00018158-09,159,training,1.0,,,,,,,,,,0.0,,,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC.CS(=O)(=O)O
160,160,NCGC00094574-15,ZOCSXAVNDGMNBV-UHFFFAOYSA-N,NCGC00094574-15,160,training,,,,,,,,,,,0.0,,,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F
161,161,NCGC00262950-01,RBGAHDDQSRBDOG-UHFFFAOYSA-N,NCGC00262950-01,161,training,,,,,,,,,,,0.0,,,Cc1nc2n(c(=O)c1CCN1CCC(C(=O)c3ccc(F)cc3)CC1)CCS2
162,162,NCGC00160408-03,CZCHIEJNWPNBDE-UHFFFAOYSA-N,NCGC00160408-03,162,training,,,,,,,,,,,1.0,,,CCc1oc2ccccc2c1C(=O)c1cc(I)c(O)c(I)c1
163,163,NCGC00095082-06,OIRFJRBSRORBCM-UHFFFAOYSA-N,NCGC00095082-06,163,training,2.0,,,,,,,,,,0.0,,,CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O
164,164,NCGC00091455-09,RZEKVGVHFLEQIL-UHFFFAOYSA-N,NCGC00091455-09,164,training,,,,,,,,,,,0.0,,,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1
165,165,NCGC00319023-02,PYZOVVQJTLOHDG-FQEVSTJZSA-N,NCGC00319023-02,165,training,,,,,,,,,,,0.0,,,CN1Cc2cc(C(=O)N3CCC(C4CCNCC4)CC3)ccc2N[C@@H](CC(=O)O)C1=O
166,166,NCGC00160665-02,GZIISXIDAZYOLI-UHFFFAOYSA-N,NCGC00160665-02,166,training,,,,,,,,,1.0,,,,,O=C(CCN1CCC(c2ccccc2)C1)c1ccc2c(c1)OCCO2
167,167,NCGC00249916-01,HZTMGWSBSDLALI-UHFFFAOYSA-N,NCGC00249916-01,167,training,,,,,,,,,0.0,,,,,CCCCN(CCN(CCCC)C(=O)N1CCOCC1)C(=O)N1CCOCC1
168,168,NCGC00160648-02,VBIZUNYMJSPHBH-OQLLNIDSSA-N,NCGC00160648-02,168,training,,,,,,,,,0.0,,,,,O=C(N/N=C/c1ccccc1O)c1ccncc1
169,169,NCGC00168085-05,WAEXFXRVDQXREF-UHFFFAOYSA-N,NCGC00168085-05,169,training,,,,,,,,,,,0.0,,,O=C(CCCCCCC(=O)Nc1ccccc1)NO
170,170,NCGC00160373-02,QGMGHALXLXKCBD-UHFFFAOYSA-N,NCGC00160373-02,170,training,,,,,,,,,,,0.0,,,Nc1ccc(C(=O)Nc2ccccc2N)cc1
171,171,NCGC00178737-05,AJZJIYUOOJLBAU-ZYIUJVGZSA-N,NCGC00178737-05,171,training,,,,,,,,,,,0.0,,,C[C@@H](CN(C)C)CN1c2ccccc2Sc2ccccc21.C[C@@H](CN(C)C)CN1c2ccccc2Sc2ccccc21.O=C(O)[C@@H](O)[C@@H](O)C(=O)O
172,172,NCGC00263572-01,BOFQWVMAQOTZIW-UHFFFAOYSA-N,NCGC00263572-01,172,training,,,,,,,,,,,0.0,,,O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1
173,173,NCGC00015360-08,QPCDCPDFJACHGM-UHFFFAOYSA-N,NCGC00015360-08,173,training,,,,,,,,,,,0.0,,,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O
174,174,NCGC00016876-12,HXHWSAZORRCQMX-UHFFFAOYSA-N,NCGC00016876-12,174,training,,,,,,,,,,,1.0,,,CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1
175,175,NCGC00017257-14,WZHJKEUHNJHDLS-QTGUNEKASA-N,NCGC00017257-14,175,training,,,,,,,,,,,0.0,,,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21
176,176,NCGC00262533-02,WYJAPUKIYAZSEM-MOPGFXCFSA-N,NCGC00262533-02,176,training,,,,,,,,,,,0.0,,,CC[C@]12CCCN3CCc4c(n(c5ccccc45)C(=O)C1)[C@@H]32
177,177,NCGC00164590-02,METQSPRSQINEEU-HXCATZOESA-N,NCGC00164590-02,177,training,,,,,,,,,,,0.0,,,C[C@]12CCC(=O)C=C1[C@@H]1C[C@@H]1[C@H]1[C@@H]3[C@@H]4C[C@@H]4[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@@H]12
178,178,NCGC00159544-03,HTGCJAAPDHZCHL-UHFFFAOYSA-N,NCGC00159544-03,178,training,,,,,,,,,,,0.0,,,CC1(CN2CCC(n3c(=O)[nH]c4ccccc43)CC2)OCc2ccccc2-n2cccc21
179,179,NCGC00025212-08,DHZBEENLJMYSHQ-OBDNUKKESA-N,NCGC00025212-08,179,training,,,,,,,,,,,0.0,,,C[C@@]12C(=O)OC(=O)[C@]1(C)C1CCC2O1
180,180,NCGC00263565-01,SIGSPDASOTUPFS-XUDSTZEESA-N,NCGC00263565-01,180,training,,,,,,,,,,,0.0,,,C#C[C@]1(O)C=C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC
181,181,NCGC00163778-09,XVTXMTOYQVRHSK-UHFFFAOYSA-N,NCGC00163778-09,181,training,,,,,,,,,,,1.0,,,C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl.O=S(=O)(O)O
182,182,NCGC00263548-01,KDQAABAKXDWYSZ-PNYVAJAMSA-N,NCGC00263548-01,182,training,,,,,,,,,,,0.0,,,CC[C@]1(O)C[C@@H]2C[N@@](CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1.O=S(=O)(O)O
183,183,NCGC00016765-09,HUPFGZXOMWLGNK-UHFFFAOYSA-N,NCGC00016765-09,183,training,,,,,,,,,,,0.0,,,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O
184,184,NCGC00253742-01,JCLHQFUTFHUXNN-UHFFFAOYSA-N,NCGC00253742-01,184,training,,,,,,,,,,,0.0,,,CCOC(=O)C(c1c(O)c2ccccc2oc1=O)c1c(O)c2ccccc2oc1=O
185,185,NCGC00188346-02,MFAQYJIYDMLAIM-UHFFFAOYSA-N,NCGC00188346-02,185,training,,,,,,,,,,,0.0,,,CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21
186,186,NCGC00091532-06,NCKMMSIFQUPKCK-UHFFFAOYSA-N,NCGC00091532-06,186,training,,,,,,,,,,,0.0,,,Oc1ccc(Cl)cc1Cc1ccccc1
187,187,NCGC00164625-04,GPUADMRJQVPIAS-QCVDVZFFSA-M,NCGC00164625-04,187,training,,,,,,,,,,,0.0,,,COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c1-c1ccc(F)cc1.[Na+]
188,188,NCGC00091183-04,BSWWXRFVMJHFBN-UHFFFAOYSA-N,NCGC00091183-04,188,training,3.0,,,,,,,,,,0.0,,,Oc1c(Br)cc(Br)cc1Br
189,189,NCGC00249891-01,NUNIWXHYABYXKF-UHFFFAOYSA-N,NCGC00249891-01,189,training,,,,,,,,,,,0.0,,,CN(C)CCOC(c1ccccc1)c1ccc(Br)cc1
190,190,NCGC00094561-06,SBNFWQZLDJGRLK-UHFFFAOYSA-N,NCGC00094561-06,190,training,1.0,,,,,,,,,,0.0,,,CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C
191,191,NCGC00023064-05,FRQMUZJSZHZSGN-HBNHAYAOSA-N,NCGC00023064-05,191,training,,,,,,,,,,,0.0,,,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
192,192,NCGC00024246-15,STQGQHZAVUOBTE-VGBVRHCVSA-N,NCGC00024246-15,192,training,,,,,,,,,,,0.0,,,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1
193,193,NCGC00165767-04,GVOUFPWUYJWQSK-UHFFFAOYSA-N,NCGC00165767-04,193,training,,,,,,,,,1.0,,,,,CC(=O)Oc1ccc(C(=C2CCCCC2)c2ccc(OC(C)=O)cc2)cc1
194,194,NCGC00263521-01,FBHSPRKOSMHSIF-GRMWVWQJSA-N,NCGC00263521-01,194,training,,,,,,,,,,,0.0,,,CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C
195,195,NCGC00159346-04,DOMXUEMWDBAQBQ-WEVVVXLNSA-N,NCGC00159346-04,195,training,3.0,,,,,,,,,,0.0,,,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12
196,196,NCGC00166086-03,QNIVIMYXGGFTAK-UHFFFAOYSA-N,NCGC00166086-03,196,training,,,,,,,,,,,0.0,,,CC(C)CCCC(C)N
197,197,NCGC00018139-07,SFBODOKJTYAUCM-UHFFFAOYSA-N,NCGC00018139-07,197,training,,,,,,,,,,,0.0,,,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1
198,198,NCGC00179385-03,GNUXVOXXWGNPIV-UHFFFAOYSA-N,NCGC00179385-03,198,training,2.0,,,,,,,,,,0.0,,,CC(C)c1c(CN(C)C(C)Cc2ccccc2)n(C)n(-c2ccccc2)c1=O
199,199,NCGC00015121-17,QZVCTJOXCFMACW-UHFFFAOYSA-N,NCGC00015121-17,199,training,,,,,,,,,1.0,,,,,CC(COc1ccccc1)N(CCCl)Cc1ccccc1
200,200,NCGC00015714-16,UIAGMCDKSXEBJQ-UHFFFAOYSA-N,NCGC00015714-16,200,training,,,,,,,,,,,0.0,,,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1
201,201,NCGC00164633-02,VKQFCGNPDRICFG-UHFFFAOYSA-N,NCGC00164633-02,201,training,,,,,,,,,,,0.0,,,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-]
202,202,NCGC00015455-10,RZTAMFZIAATZDJ-UHFFFAOYSA-N,NCGC00015455-10,202,training,,,,,,,,,1.0,,,,,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl
203,203,NCGC00016960-07,WIGIZIANZCJQQY-RUCARUNLSA-N,NCGC00016960-07,203,training,,,,,,,,,,,0.0,,,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O
204,204,NCGC00016610-07,FUSNMLFNXJSCDI-UHFFFAOYSA-N,NCGC00016610-07,204,training,,,,,,,,,,,0.0,,,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1
205,205,NCGC00253726-01,WCTGYFWVYBPRGF-UHFFFAOYSA-N,NCGC00253726-01,205,training,,,,,,,,,,,0.0,,,Cc1ccc(CCn2c3c(c4cc(Cl)ccc42)CN(C)CC3)cn1
206,206,NCGC00016384-15,NHUHCSRWZMLRLA-UHFFFAOYSA-N,NCGC00016384-15,206,training,3.0,,,,,,,,,,0.0,,,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C
207,207,NCGC00249925-01,MIMJSJSRRDZIPW-UHFFFAOYSA-N,NCGC00249925-01,207,training,,,,,,,,,,,0.0,,,Cc1nc(C2CCCCC2)c(-c2ccc(S(N)(=O)=O)c(F)c2)o1
208,208,NCGC00015819-15,JWHAUXFOSRPERK-UHFFFAOYSA-N,NCGC00015819-15,208,training,,,,,,,,,,,0.0,,,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1
209,209,NCGC00024777-04,KQWVAUSXZDRQPZ-UMTXDNHDSA-N,NCGC00024777-04,209,training,1.0,,,,,,,,,,0.0,,,C=CCN1C[C@H](C)N([C@H](c2ccc(C(=O)N(CC)CC)cc2)c2cccc(OC)c2)C[C@H]1C
210,210,NCGC00178697-04,GURKHSYORGJETM-WAQYZQTGSA-N,NCGC00178697-04,210,training,,,,,,,,,,,0.0,,,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC.Cl
211,211,NCGC00016498-08,KNZADIMHVBBPOA-UHFFFAOYSA-N,NCGC00016498-08,211,training,,,,,,,,,1.0,,,,,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1.Cl
212,212,NCGC00013130-04,GKQYGRWQCWWSHN-UHFFFAOYSA-N,NCGC00013130-04,212,training,,,,,,,,,,,0.0,,,Cc1cc(N)c2cc(NC(=O)Nc3ccc4nc(C)cc(N)c4c3)ccc2n1.Cl.Cl
